Name,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6,TARGET
Isosakuranin,462537.7058,1218008.05,549795.3097,524964.0374,440667.1334,442915.8142,502477.258,479046.0429,481165.5407,575395.4017,508936.4743,535771.4304,560253.0707,567476.7954,627121.6276,476234.4925,507522.2846,501628.0036,610179.946,525883.0508,481646.2111,467160.2296,853067.8251,488871.7732,1291313.647,3044418.145,2118235.083,1529887.817,1408625.334,1679873.509,641864.9531,681037.4629,1072149.823,1190193.944,1039929.64,719478.5299,0
2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid,1021816.212,574071.2895,1282891.598,486878.0767,679432.5194,732366.0752,1121001.65,1680850.713,1238762.485,942158.909,1338554.456,2008127.241,641237.1942,734751.5041,873239.4418,1494292.168,1677752.697,1182154.595,1249539.364,895383.165,977415.1245,540996.8734,801822.3418,1938686.681,1540154.574,827295.8706,821589.8129,921440.3915,1671707.323,1640799.457,478122.3461,464503.5013,447997.9348,498069.5436,461464.7723,507309.0613,1
Ingenol,1903115.694,1434850.367,1283480.21,2119914.646,2236327.475,1231568.058,1254793.577,1253602.43,1600379.124,1566031.192,1362203.593,1102185.539,1262054.647,1717731.596,1781809.859,1354281.132,1311068.743,1338186.955,1089961.41,1467719.361,1260536.83,1078424.02,1242218.694,1462466.254,1382249.992,1278754.065,1815957.111,1209171.677,1346286.173,1211500.832,1502178.613,1557898.748,1396638.757,1520333.622,1508388.82,1426182.445,0
LPC(1-acyl 18:2),656401.4492,1322043.834,898107.1882,823344.404,886263.5075,1063568.321,1144189.494,1097345.773,1243590.845,925690.3068,1323688.156,1006468.113,1973383.485,1545887.074,1493053.482,1533149.901,1663657.128,1884279.868,1143014.279,985798.2139,719125.3146,1291895.434,771204.0593,1424600.501,1008171.45,885488.1511,705395.5008,1194015.981,702399.856,708051.1934,340800.0984,362401.6865,521486.9163,400818.502,408570.0408,435813.2569,0
Senkyunolide A,989308.3464,1185152.948,1044857.344,1013918.812,1369608.35,882774.5241,983895.3532,1292982.864,1480551.704,1098483.478,883188.8862,2006229.891,1303585.726,1052038.122,1570794.511,1238777.8,1245035.561,1525815.816,1076163.841,835907.8662,1045138.299,839625.2481,855615.0264,917442.6706,1225557.032,1198789.199,1234132.425,1161894.494,1379485.444,1297383.577,1089820.314,1120197.449,1026651.453,1042215.361,985429.706,1007464.086,0
Hesperetin,1304901.098,890669.3674,1132761.883,1597526.476,1392203.337,1147087.892,1726595.958,1337662.04,1627974.177,1633826.607,1195141.061,1340284.871,371132.7043,1557897.485,994152.8422,977985.53,884595.9612,824606.4481,688162.6879,1235517.475,1201412.404,969315.4939,1505203.934,941240.3552,1218293.322,1002780.773,1004334.399,1204116.167,1186101.014,1040583.768,1388383.254,470346.8876,1896973.187,697693.5514,1154430.157,1793402.245,0
Angiotensin IV,448951.6416,2454575.964,719950.9833,378432.0655,259816.2619,241907.8038,357127.1386,309854.5651,302301.3773,500055.5632,372666.0849,292622.855,777718.8999,503609.7376,514172.2769,260105.5019,277193.9888,381925.6251,340957.9868,299360.8081,271516.6418,319202.8662,326885.6335,267007.6191,326725.3895,380134.2019,346224.1177,350977.3537,301391.6497,335875.1674,389305.4699,394411.681,520445.2061,371882.8738,483209.6235,454945.6999,0
Sattabacin,662849.4088,1132350.466,943201.0181,947818.1663,964490.7915,1020065.315,1171538.559,1209372.118,951715.543,1338771.277,1101790.763,1259985.729,1429828.442,1296371.315,1307076.586,1115076.016,1245947.122,1742220.65,1660032.17,1401742.39,1678913.735,1336698.371,1651865.371,1497482.189,2131108.927,2389040.233,2581841.813,1846920.315,2042058.239,1710695.395,2051443.241,2596914.002,2083660.698,1885781.173,2280746.849,1764477.378,0
"3-N-butyl-4,5-dihydrophthalide",576270.4743,638337.1098,530771.4706,541382.8387,541070.193,420727.8263,881583.5941,747348.5766,679890.5093,664487.8578,936982.03,696695.7464,921362.7753,1079155.902,1364426.965,906253.9109,1578115.716,872572.8485,624811.8633,1047141.948,538477.6528,708907.44,1802940.045,253449.8391,1970417.925,1073663.938,1490482.188,1056843.421,1098191.006,972825.7354,531646.9263,546815.6098,723147.7186,590584.8211,582931.0538,564101.02,0
Indole-3-pyruvate,1453669.834,1349361.09,1394162.958,1193023.048,1963615.333,1479128.734,1083315.997,953834.8873,1176390.57,1154336.62,1083214.951,1252600.781,884643.8126,1069270.949,921644.8059,759293.4235,997624.9873,731192.0714,951552.0426,779415.7361,1288445.744,1324812.749,947138.864,1153215.446,1270253.74,1490485.402,1314589.461,1335659.827,1399879.436,1090206.186,1497408.898,1337626.835,1301553.712,1336234.403,1373497.303,1425071.647,0
Dinophysistoxin-2,494404.6405,2150398.722,931545.8561,718871.314,216199.4275,453810.9663,552157.1414,401656.8564,483374.7494,603021.7677,868596.7686,748847.6813,906408.4044,944138.5482,813990.2645,577796.4881,858887.4007,428114.5077,627932.6943,689282.6172,630768.7933,388123.2742,588957.5915,581726.8587,224889.0947,355712.6772,290909.0965,239092.5813,314714.128,219530.1237,223856.0673,344684.4617,539468.4917,541903.7202,474646.636,397715.6534,0
1-Methylguanine,789306.4513,1369863.823,757503.4862,1250393.839,1368238.79,924324.7534,755947.9308,969823.4716,1006685.681,1809169.654,1185210.161,681887.748,514163.9195,538368.4914,865980.9998,291068.6954,554765.0624,591155.7625,986414.1876,892648.9808,1145249.987,717820.0797,965989.32,844100.6302,556160.911,847803.1745,565771.2203,614863.6778,623337.3034,666628.6204,750720.6333,590079.1239,607502.7374,507088.5708,634322.9967,547282.5919,0
Bisulfurous Acid,1389581.903,1165818.898,1471293.705,1559271.154,1869707.223,1116665.104,1006226.369,1356814.743,1108330.568,989967.4807,1255278.573,1311878.304,884157.5355,1218949.907,889100.7945,1042097.025,842504.8935,1223598.047,1239721.859,1048503.444,1390977.397,1274690.697,1316614.285,1073968.756,1090315.086,1742816.614,1081219.69,1106149.456,908107.9535,952382.1453,1242686.432,1156775.174,1231138.487,993627.1992,849435.8332,1333512.154,0
"3,6-bis[(1H-indol-3-yl)methyl]piperazine-2,5-dione",1058647.179,600385.6959,779796.2513,987140.3068,1866565.603,833722.6845,1178574.162,1169363.535,1098080.005,871475.8436,1346875.858,1009700.008,865440.6662,1101364.112,793411.3408,974259.6906,878809.5199,903757.1054,1016995.85,995686.8577,1154257.535,1514592.603,1234305.431,1488105.011,875018.5779,1104183.128,852705.7607,1190336.138,989901.7195,758996.7535,915745.1888,890699.0371,632622.3128,338640.4181,721567.5129,958099.2562,0
gamma-Glutamylglutamic acid,225750.3792,548640.0005,190052.5937,191429.0168,988500.6414,183909.3672,901119.8354,881482.1676,218005.808,212176.901,210468.3659,615161.9076,903610.3493,941829.8822,786940.1652,934035.1415,992775.9809,848264.2893,1070913.401,1233274.686,1242411.818,1623518.649,1562803.116,1533882.836,1015910.678,1000833.151,1232942.392,1306341.151,1175197.924,1183185.356,1240124.856,1015009.494,1134850.018,821199.7295,1028793.971,1126404.208,0
Ophiopogonin D,520842.571,573625.14,496782.8808,514431.6814,956303.5212,402641.9627,1053312.985,1102103.58,1087063.672,785943.0039,1444712.475,1021687.977,654230.3762,538474.0336,517497.7755,496806.333,461093.2088,831651.7852,745298.6022,885412.4778,533314.6873,1164628.547,825556.3682,765737.9999,652703.8844,711419.5267,1419927.315,854573.3636,1114215.104,624708.9189,1649795.717,1499262.119,880502.2638,1349310.699,1142415.759,2123528.827,1
Levodopa,723440.8193,643375.9746,635703.1241,711801.9048,1530052.648,470463.8237,815822.0189,1640003.899,1207277.693,929115.6402,492217.8891,994643.0447,961468.7567,858041.7143,706899.9648,591192.6725,764092.1341,611136.4918,642622.7185,875292.122,861704.5695,929073.4369,895617.589,1011173.588,675904.9811,792711.6603,790208.4188,660780.1426,614817.8768,827551.2525,1017014.837,781439.2609,954048.3575,644668.2043,670290.8025,1544808.482,0
Topotecan,718565.029,1192464.189,871750.4252,995509.7637,1101402.152,800047.3064,976441.2513,1083509.564,928811.407,749751.9704,767112.6368,1170894.734,898253.6535,1156593.604,802547.5693,1004691.143,704952.7175,613869.7897,800437.7969,847147.5666,1120102.127,918562.3242,718696.6552,672977.3393,969923.7773,1080522.648,1424360.102,1119946.062,1022777.463,899465.9577,998224.834,1044546.298,1466747.788,981660.7282,1459898.418,1073408.591,0
Polygalaxanthone III,1493059.251,1188403.546,1229813.066,1320542.228,1714363.496,994533.892,1101666.963,1207977.496,1191777.557,1460582.753,1236753.194,1096842.054,1226463.911,1020634.277,1095863.79,1361658.881,1003468.164,1228632.814,1218866.519,1185975.563,1267110.669,1507817.415,1342610.968,1404012.875,891006.1369,925871.2262,732852.3019,757705.0378,718073.2073,854386.6545,982592.2299,936302.8439,1041943.44,797202.021,841266.5522,1060571.014,0
Fragransin A2,851766.6185,1184211.582,728520.4225,985739.8701,1045888.407,856078.5123,926745.5314,1421808.922,878500.8239,1027280.431,702227.0749,1181260.411,987312.1068,911731.6384,1172803.572,1167494.461,1177078.381,1438467.804,1101391.192,1150875.064,794769.9126,734297.1187,1039566.727,1062452.128,1855088.735,1506739.078,1568051.979,1342779.056,1420868.124,1420745.16,1169413.04,1296348.92,1052294.356,1044149.169,1233009.04,1352377,0
Enoxolone,1184711.74,760288.3907,737693.9419,956561.6543,911092.0617,655141.398,1352311.609,1015213.133,1106140.153,1448377.243,1354268.143,990971.2655,813822.6803,704232.5785,813131.3639,385944.2061,1090438.081,992333.9739,1153286.002,644275.6927,1212759.126,826942.7158,807388.3332,1006857.283,706519.5154,878137.5388,750511.3996,957958.7297,801739.0285,736609.6975,899320.735,844319.3489,667224.8594,871091.6781,868740.8794,1001860.867,0
Hexadecanedioic acid,1547545.209,1737911.666,1356273.508,1484508.933,1522864.299,1243419.098,1362433.512,1392410.152,1284710.041,1267789.467,1195245.231,1288118.719,1317796.479,1180349.653,1284906.67,1203177.599,1167780.542,1242418.518,1375705.841,1392784.431,1395555.341,1194596.088,1441403.528,1194543.918,1377557.231,1412188.387,1271079.306,1228479.687,1375822.363,1331747.602,1466952.352,1420372.762,1430021.357,1603847.537,1476255.095,1356912.643,0
D-Phenylalanine,1114230.688,1159471.807,963776.8783,1206158.223,1657580.526,938530.4012,1045776.258,999092.2608,918635.4697,963675.3633,861567.9279,954481.2591,984556.7278,907802.4231,938295.8763,863301.4725,804020.9921,907167.7493,998065.4982,856056.0208,927084.9474,826906.4143,872231.9056,762947.5532,591131.5177,989208.0342,971974.6406,837640.7155,930909.4402,851616.4165,998007.7635,1084301.476,975712.7548,906774.2202,1047433.227,1041538.551,0
"N1-(6-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)-4-nitrobenzamide",1409271.618,1004029.462,1352541.242,1089983.407,1399347.156,1354131.137,859628.1817,1117723.019,1042191.355,893282.2792,1141803.817,921970.4593,969106.4954,986832.1416,889941.493,903371.448,974058.3267,1493645.327,895776.1318,1174387.045,972550.5838,1158214.529,1055177.044,1025966.214,596829.3948,583287.8798,578554.6758,518667.2902,568803.496,663945.3057,828299.8888,879307.7269,559936.78,520898.8995,555036.5692,810842.7947,0
N-[(Tert-butoxy)carbonyl]-L-tryptophan,886065.6708,1068265.679,1037682.834,1002183.127,1473532.496,856482.8656,1004631.682,853624.0624,1282098.566,814900.5158,624282.1536,777066.8653,414789.8528,495443.2395,535686.9314,315850.1435,584649.6556,580099.3719,749026.7952,458669.6369,617931.2156,1003879.055,991025.1173,878647.6973,934540.8615,1180238.699,466741.0881,947297.2872,879145.5993,793522.1933,546432.2166,574378.4596,432603.7509,520244.5134,630958.1814,525433.8506,0
Hippuric Acid,1179862.483,866111.2396,1205197.566,829396.2807,1574160.763,1210087.086,834383.4774,776943.7091,1022422.497,856180.4809,1220197.489,835464.9208,724534.3909,721598.3752,561759.7752,742889.1441,523565.8885,636433.6377,743273.3237,647931.4235,614924.6471,1109049.974,743421.2261,1134743.463,275321.8672,450518.9019,511554.3893,402637.894,453769.2451,546296.1139,562222.5403,552552.107,494000.9288,483658.7195,469540.0421,716297.2389,0
10-Gingerol,745391.6598,763148.2136,699631.2621,738307.0709,727866.6356,585336.3236,918978.6251,679547.5653,915445.352,869009.7974,1150078.923,1092978.943,749950.4256,872320.829,1033708.045,938152.5603,1163333.028,804807.311,601495.7677,967202.5199,613604.1321,600270.6084,1414175.786,710193.2248,930042.0678,685985.8206,700099.4012,762327.0916,765825.0375,842006.3842,722907.4944,709086.044,775177.5025,800254.4553,637426.611,731463.6954,0
Oxysophocarpine,839415.0322,350973.2417,646913.2595,1000063.888,551123.7925,856231.8448,906347.7622,688586.05,1233292.023,693733.6273,688964.4937,896792.7161,954601.6403,999849.1016,928019.2621,865853.2356,673878.8369,948850.0768,711250.1213,758478.4115,658433.4253,799909.6011,927930.0747,388813.8414,1011600.687,961542.7814,910038.9509,1405483.471,754040.1039,1065853.554,736794.5297,1391255.503,797557.3213,471135.6509,841004.7453,1013235.375,0
Resveratrol,410901.4582,344076.1476,375627.5006,559051.3746,514787.0837,356960.5589,361666.8683,364689.686,312490.4806,403139.5576,342318.8937,324948.0501,351965.7944,319655.3221,367110.2223,343703.7723,321251.8953,361246.5084,442787.9946,1455876.426,346735.3378,344748.8988,361827.2649,370451.9411,407720.0044,440386.6858,369551.9115,383704.3891,405463.7076,344806.6443,423552.0654,750434.6653,502063.681,434884.6837,579309.86,424916.3533,0
6-Biopterin,895593.2989,1085096.723,572687.434,902711.9726,1481527.985,737388.9406,1121560.354,1202591.548,1201052.665,948972.3705,415782.9648,1275836.07,739981.8409,718181.372,591593.1747,898888.5792,664233.5883,752956.8119,1035893.737,722849.9342,1034169.649,1321803.36,313625.8635,1174735.754,747458.8947,711686.0766,657986.4152,633900.1629,979889.3157,608990.1411,797302.4882,554642.4145,681371.3603,395691.9173,466660.7163,832672.2893,0
LysoPC 16:2,424341.4371,392227.6885,448492.6985,382683.6451,673493.9021,300097.8588,490567.0392,342598.2871,325186.5212,475632.1797,461605.5618,360415.1377,776150.6757,471569.7714,354016.7016,618620.2044,1164525.562,335759.5254,388650.4008,439333.1188,375237.8724,369195.2351,491594.5875,794630.1241,343010.1771,448988.3678,479817.5611,927980.5789,393466.804,372087.3561,347565.6965,388450.026,390801.9188,362759.8155,419933.2313,463911.4742,0
Vitamin A,372590.0251,424814.9218,401195.3699,386372.9321,438328.2299,328216.4665,395979.6995,371016.4853,373251.2458,371850.0164,375088.1147,389271.4042,436855.2545,444684.8408,442369.4444,444258.0062,423737.6086,408275.4089,365470.0302,369977.5336,361636.9347,330310.2924,1243171.862,343372.5329,375787.8376,413411.1143,382287.4742,407904.4304,357229.8392,357526.6933,358937.6901,364391.3985,408420.4701,350342.4776,379996.5694,375961.1206,0
Riboflavin-5'-monophosphate,872687.1074,621426.7019,509820.033,542030.3232,914582.2701,642711.2973,380325.0775,329598.7791,231622.0068,320140.8492,371038.3535,318669.3181,944393.924,944948.2667,815541.7163,906234.1765,1083907.108,1139532.355,567231.2012,863360.5148,702837.4196,481293.0985,845409.1163,998456.5569,632233.3019,748464.3275,748008.8264,766077.1754,840454.1716,596791.4663,1061297.509,1094203.048,845332.9558,831669.6373,927804.2786,929407.3817,1
Shionone,396583.8726,930811.5335,674649.1444,770122.1238,389850.227,383933.2742,564457.2677,482857.3615,405505.0281,538271.223,495249.7054,597861.0384,781252.3255,719700.6924,968097.0763,639631.0135,643863.6067,439342.7794,1282412.386,1267282.081,950142.6458,932487.7355,618426.6254,999004.9521,344931.8132,569246.3212,683064.5018,718908.5254,646754.6722,695495.7812,396582.3338,737636.6595,1212312.103,857696.7672,948602.7807,1468909.136,0
Chikusetsusponin Iva,699196.8125,760401.6277,502314.8134,603159.5087,484481.9789,371376.5537,766471.1273,692221.5086,818314.7056,461612.8023,419875.8319,442247.9968,601490.6602,1029363.772,686701.202,465768.0962,744142.7062,646870.1621,522308.4334,451511.275,478648.3808,433856.0303,1146344.677,792240.1089,513934.409,564513.3056,437156.8554,428499.0752,510484.3773,441095.8891,547596.7592,605891.2048,1797821.25,603695.1143,484896.8318,469076.4742,0
Rutaecarpine,715752.534,916804.5763,1005262.862,882853.9984,1278371.892,583790.4604,939892.3684,907494.6492,802080.6395,1060084.179,620239.1109,881109.9906,952022.2388,833240.5761,1002916.869,851259.8872,644151.1119,809311.5941,1065603.626,893863.0536,810437.4863,634647.9762,804950.4934,681655.7747,576834.5915,825602.348,868704.3515,817571.6476,858247.2871,1046232.269,1310739.561,1021226.108,888036.1161,1095795.429,981823.9655,1016484.242,0
Sec-O-Glucosylhamaudol,857072.487,789734.6575,636846.4496,905102.4775,1209041.644,639247.9583,712294.8139,919704.9764,633265.0723,809019.5988,862119.4106,684072.7917,670597.2201,548667.5289,666969.1072,900107.7828,540968.5583,880700.1391,717743.3173,848193.8116,631452.2779,701645.0444,696273.5684,733523.7766,684962.7913,673765.2988,662027.3608,825134.4981,644957.1922,680817.1124,721299.4401,738534.952,635500.0886,640940.5078,1052493.776,1010504.053,0
Dipropylene glycol dimethyl ether,564010.2659,506613.4575,565373.3465,673295.9656,682439.7527,502406.2375,717250.6045,744647.6673,945016.4703,623169.5021,650217.2447,731331.7419,474023.5143,449631.9699,443569.2767,467197.0647,461618.1652,436484.3111,492713.656,458080.3217,418950.8591,536016.9969,483554.1552,454568.1154,554630.5218,567855.6246,490841.8845,463619.5563,497736.8948,524037.4551,534661.2537,527627.5298,622643.8903,549017.9052,533960.06,652585.7497,0
Gly-Tyr-Ala,565066.9765,490219.7772,495113.0849,532861.2374,581230.4863,587410.6592,702124.467,617079.5499,154627.375,496867.6097,558316.9314,558126.7693,597178.7297,505394.4872,512210.2087,671446.5655,473744.4063,1117715.905,439599.6536,1072836.174,397878.277,511084.6666,382119.2911,465656.1726,623234.4178,530519.3792,473440.1317,330868.4408,349872.8227,574980.3285,575592.5891,483728.1345,442193.3871,373425.583,434809.7668,528249.4927,0
IAA-Asp,330444.1645,415548.0749,575219.3892,708700.8573,622734.151,624545.4036,801698.6478,512199.0873,924819.6419,472964.0245,409205.2089,488899.6509,646763.935,504666.6787,622460.7781,362853.4539,649362.513,341254.4271,633656.6242,676655.6134,495394.1225,974778.3965,886783.4699,799736.474,696818.0224,432886.8698,504884.3776,399092.7861,378560.8758,727854.6253,1089020.661,502365.9609,1136921.382,781106.4626,757931.6554,995369.5957,0
3-Hydroxykynurenine,358904.9481,553211.9529,569049.9158,690239.1009,707844.8278,569028.1095,519404.9099,695422.0632,558404.4623,501520.7454,441283.2048,390555.7852,751881.8835,430104.9179,677490.3591,814501.3703,615498.9321,1057866.867,434218.1196,549766.1221,575793.2977,795383.2678,787181.2694,579615.8304,708621.3916,717722.3849,698167.7382,679497.152,710486.4167,501406.0967,934813.327,735069.5869,652886.0923,728860.436,664650.1429,630630.7893,0
Quinic acid,784272.5532,484615.3511,822523.4744,559172.4202,916288.2854,525800.3663,915737.2245,532839.7638,620340.8357,754191.2045,602478.4513,812600.3357,884372.0076,859045.157,807497.022,882608.9301,504573.0862,641102.7941,631995.0237,790897.2103,859252.0947,939236.9821,825741.6003,878016.0267,441838.2465,543862.2251,483205.3764,499717.3462,604308.7,497220.8153,665478.7941,619967.7592,620159.6835,541848.672,705737.6065,1007599.418,0
Etiocholanolone,245640.108,527233.9213,557955.9092,319080.3226,361080.2247,367957.4926,294547.6756,391232.6257,872364.9771,361030.903,380735.226,573038.5405,397780.3556,380448.92,431878.7453,341445.5553,385603.7969,318339.364,276116.0549,227677.0533,225365.3094,142224.6353,223678.6727,207081.9771,220688.8058,180242.1449,316354.9412,1145109.678,229251.3778,206437.9128,340878.7291,238091.2963,288317.191,229895.295,361163.1188,377368.0053,0
3-(2-Naphthyl)-D-Alanine,533041.435,451947.3285,423205.0449,461274.6911,581685.6592,484478.2921,685260.4615,487380.7606,485450.6637,677373.0705,757092.9433,818665.5328,507141.0253,468427.1301,512131.5988,507121.9164,509535.3766,518502.5292,445161.7705,470912.1869,487809.4044,621778.756,500893.056,553167.9854,629715.7898,1022924.278,746724.1355,1132544.015,996803.4806,878022.6928,803298.6472,734487.3539,915331.6018,630184.8538,697346.9777,722978.3295,0
Vincosamide,293688.862,156606.2475,707397.9474,369846.2414,559637.522,798937.8561,202166.3159,232902.9628,279825.5274,218059.2464,414772.089,230741.0841,691979.7863,893199.6627,292650.2472,624124.6953,605053.8129,856561.7301,438036.2161,406176.7374,397177.5669,485652.9307,156735.3177,328625.4349,457667.4549,414891.4912,360190.0902,443547.2617,466891.3331,402208.5105,419552.1923,234658.8003,407543.0419,344253.5448,382247.7056,394890.6838,0
Corydaline,713358.1819,710632.7149,381085.8412,427136.0717,867644.0173,528770.8405,982365.5344,664406.8367,536853.8777,463665.3787,532043.0091,753556.531,430733.9273,359420.3307,350583.3326,515868.7283,427429.0079,614669.4928,352030.8471,477700.8866,430373.2316,692891.215,400749.8922,668734.9841,251568.0977,484348.4716,417445.4803,425299.5172,442147.9867,285014.8949,501261.0253,371618.9676,441461.9283,309805.7054,588107.7663,409601.9083,0
WNK,182488.7041,1128845.83,297831.5125,875245.3255,155717.8036,113742.9724,133581.9476,163751.5725,136807.1043,187555.1083,369335.5959,184359.9828,145668.0484,183920.4884,191491.4968,144322.8241,137631.3973,129689.9539,173646.4805,264802.3124,205435.9492,305118.6625,176675.8272,155779.2002,144567.3486,280914.6574,214374.0467,292828.1658,210974.1983,161774.1128,154355.0958,254001.6925,316187.7381,399334.6884,262227.4642,594374.3409,0
Cyasterone,397743.3377,453495.6144,475633.5536,506053.095,398852.0222,496468.0229,462210.572,598144.321,604610.4414,599506.68,756218.8712,447126.5573,657977.4362,625845.8929,759798.1146,667031.179,796032.2838,505284.0744,550626.9775,648808.3036,692949.9483,690498.7154,738839.0217,765074.3246,517098.3171,486906.9221,506754.4583,682968.8129,406624.3517,709094.9098,170513.5095,197964.598,183986.533,183720.5057,188828.5808,189862.6813,0
2-Ethylbutyric Acid,616324.0421,443986.3445,448922.0559,535878.5585,531349.4658,426612.7153,647042.939,435849.9932,393042.3524,429685.4558,409114.0858,444420.8368,493055.1274,382028.2704,470167.5006,410769.1898,454150.8244,431734.9634,506705.0728,677083.1943,600682.4497,476125.1813,863692.9724,543534.6137,666791.9044,599851.5481,681703.4701,458574.9524,484580.0717,559362.7339,671400.0774,503924.4057,708160.6251,685457.0373,636072.5107,722155.8703,0
methyl 6-[(4-chlorophenyl)thio]-5-nitronicotinate,499983.2967,389690.9917,331720.2277,491933.3918,364654.6738,293698.4422,423806.1466,757438.6794,467385.7193,446471.7937,263114.1666,863775.2125,531253.7534,385972.2413,683239.6388,576469.044,561629.0297,468490.1287,558055.1989,405956.9563,393700.0021,265405.8552,341978.2154,363435.9756,559459.942,513444.8938,476299.5431,523098.8218,470758.5606,377368.8038,739873.644,476958.2256,478988.4361,575121.8219,536184.7124,1005611.875,0
5-({[5-(trifluoromethyl)pyridin-2-yl]sulfonyl}methyl)-2-furoic acid,624835.8749,523811.7968,595140.7655,673480.9149,924634.2878,628042.9903,143774.6356,130196.6114,136386.2025,161256.7304,132253.4697,121521.2677,153754.9333,152408.0724,144243.5564,145523.3288,163287.8655,150578.9398,142369.5787,167424.2521,151284.7226,162712.7238,165376.9501,156859.5393,178976.4184,171035.4795,185650.0829,151557.6472,153181.987,163038.3876,224788.4831,285521.1481,189251.3544,270257.3001,188730.3358,172801.9238,1
Meisoindigo,525662.1926,339141.1256,364468.4694,591075.8966,740665.2472,467036.4244,544582.3664,460954.4698,489819.0796,722409.9273,660339.1211,686368.3743,628031.7821,528547.5734,565077.615,466452.068,614384.567,602385.4807,703839.159,820289.7428,881781.1754,601227.9393,723897.5211,582276.8425,584997.5146,961347.7749,846063.4203,704994.4118,794194.1012,679667.867,914692.8387,735315.814,1152826.723,1126214.08,1022891.706,941332.0741,0
Andrographolide,330518.5408,327190.4764,325657.5727,303770.6181,329745.304,243380.472,748700.1009,401591.0848,434225.5454,585384.1462,430406.0395,501742.5834,388136.098,426893.9625,380534.8449,402283.5094,530987.0731,393833.3798,312251.5035,379992.4248,267077.0473,516910.5062,324989.6455,347472.5627,435062.9258,716763.5747,366464.4465,448210.9498,421013.0403,606628.19,490144.9755,380634.5478,459778.2787,322172.5906,486168.4356,335510.897,1
GDP-alpha-D-glucose,697551.8865,392621.2346,373187.0926,371711.2752,612067.9926,501467.3445,544570.1646,494627.5609,582269.1622,500533.384,410550.8803,419188.0888,449655.2416,307769.1316,368648.2687,314357.1492,383048.4483,214586.7209,222317.1777,333093.5483,222405.2978,340170.8894,463035.6917,358812.6624,179273.6454,179398.9275,142200.3617,136634.2896,158485.9582,204578.1547,238731.3976,195882.7326,122599.5674,117447.0719,167783.1152,185984.0586,0
"pentane-1,2,3,4,5-pentol",443150.7775,401334.166,534989.5533,459694.5299,602292.1689,521341.6604,604947.2442,551500.1792,478902.6089,406184.0943,580748.5672,507173.8143,383586.0517,460690.3713,406488.1133,523229.7821,323584.4534,531111.5611,407097.7258,355520.6453,373952.6145,279058.4713,352510.8412,425517.8291,355085.4175,362618.7121,491150.6869,430155.8532,417391.6441,503623.2093,348828.2897,259137.6253,217266.9042,319680.8441,363529.3054,290404.9779,0
Apigeninidin 5-glucoside,213970.4868,442704.0347,314036.2915,252587.9704,233975.8331,185440.0059,205278.074,197935.7027,174421.8452,362152.2344,173852.6044,287102.9825,210306.2123,177922.7843,186359.7837,177058.4763,164676.4011,177509.6724,299226.0058,649283.2705,242577.9777,176615.0783,204868.7452,180099.5973,268942.8305,189694.0491,188875.7808,174845.1348,203013.4123,148974.3319,250594.9347,237331.239,223311.2945,218162.2766,247041.1352,224354.5104,0
Dehydroevodiamine,527264.97,404274.9653,508999.424,612799.636,629964.3623,404957.9749,316748.6064,223433.2229,222548.3957,225145.6669,217916.427,229250.7142,311674.7881,214744.1833,230894.5953,232748.7504,233589.7117,237700.5835,352223.7423,392400.3785,357732.4328,259870.9857,328277.3192,253592.5005,247130.2466,237545.2816,343529.8678,211261.9466,263365.5222,243245.976,291011.9491,692346.9798,501861.9719,300332.0648,271646.3785,348040.1431,1
Delphinidin 3-sophoroside-5-rhamnoside,193056.8224,161772.9782,423004.0984,170926.3176,151208.1077,164902.8243,573739.8199,411222.9329,421188.8853,462684.107,401192.9635,408091.3036,235123.2972,212692.3122,213158.165,220286.9498,212239.2342,144539.8393,219815.8897,129905.6998,127032.4552,123539.392,127291.6238,124118.6518,138682.042,133882.5077,139353.4096,124424.9898,136733.4001,148362.2431,155183.501,214944.3812,137257.2345,149003.2268,130838.2284,182415.0137,1
S-Adenosylhomocysteine,307909.7997,196659.487,182025.3764,191555.213,389696.4018,255630.764,102608.9628,174588.3647,107299.1233,130523.3121,160486.9131,120044.3027,192940.6467,319194.7663,285548.9367,289606.057,276401.8967,266870.4834,211309.9813,199712.4142,185395.3961,178813.0856,190878.625,202090.9243,185243.9691,214578.0231,234867.4459,209989.5083,219433.7601,198590.7388,324322.4542,302086.1593,232532.7931,264226.1902,311612.8074,345031.4809,1
